,gamma,conv_iters,threshold,max_value,times_api,times_real,policy_updates,policies
0,0.0,0,0,1.9667242651522727,2.065368536427021,4.136981964111328,100000,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0)"
1,0.05,0,0,2.080955019841396,2.0700998337197305,4.173308849334717,100000,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0)"
2,0.1,0,0,1.009074232292715,2.0511211516952517,4.152186155319214,100000,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)"
3,0.15000000000000002,0,0,2.873870405607438,2.068068959937096,4.175083160400391,100000,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0)"
4,0.2,0,0,2.1922090253365285,2.054833081989288,4.160336017608643,100000,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0)"
5,0.25,0,0,3.615607391261114,2.0686879903960227,4.157727956771851,100000,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0)"
6,0.30000000000000004,0,0,1.777838068175493,2.0728395144200324,4.188931703567505,100000,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0)"
7,0.35000000000000003,0,0,2.689348908848149,2.0589695562529564,4.127832889556885,100000,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0)"
8,0.4,0,0,3.2310041968205456,2.004863603053093,4.048434019088745,100000,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0)"
9,0.45,0,0,2.710653145615348,1.997979713139534,4.021080493927002,100000,"(0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0)"
10,0.5,0,0,1.3107824960769519,1.9963747040200233,4.032168388366699,100000,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)"
11,0.55,0,0,1.4044667608069936,2.009044093654156,4.05116081237793,100000,"(0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1)"
12,0.6000000000000001,0,0,2.132604219255708,1.9925645027279855,4.023647308349609,100000,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0)"
13,0.65,0,0,2.452809316728508,2.0008898810362816,4.03760027885437,100000,"(0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0)"
14,0.7000000000000001,0,0,2.2116982664978906,1.9939922347903252,4.037488222122192,100000,"(0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0)"
15,0.75,0,0,4.46427795296996,2.022791234734058,4.0653157234191895,100000,"(0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0)"
16,0.8,0,0,4.255181338057366,1.9796334131884574,4.003173828125,100000,"(0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0)"
17,0.8500000000000001,0,0,4.624297191034156,1.9962270289707185,4.019285440444946,100000,"(0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0)"
18,0.9,0,0,4.987014624996,1.9868750611066819,4.0114195346832275,100000,"(0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1)"
