,learning_rate,conv_iters,threshold,max_value,times_api,times_real,policy_updates,policies
0,0.0,0,0,10.217936251080518,2.1158133670282364,4.178219318389893,100000,"(0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1)"
1,0.05,0,0,37.304548075845155,1.934092037346363,3.865989923477173,100000,"(0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0)"
2,0.1,0,0,13.160777290228804,1.9618966251730918,3.889883279800415,100000,"(0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1)"
3,0.15000000000000002,0,0,34.89295762646295,1.9053227359509468,3.8658177852630615,100000,"(0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0)"
4,0.2,0,0,44.17044769918395,1.9667751032876968,3.905214548110962,100000,"(0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0)"
5,0.25,0,0,41.89144386901457,1.9049370277500153,3.902174949645996,100000,"(0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
6,0.30000000000000004,0,0,34.57946186795658,1.9129730255198478,3.8678958415985107,100000,"(0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0)"
7,0.35000000000000003,0,0,33.707339708241165,1.9027936002278327,3.8384783267974854,100000,"(0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
8,0.4,0,0,29.423220254319578,1.9166203078889847,3.9021875858306885,100000,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
9,0.45,0,0,30.974476467585337,1.9047166028261184,3.857757329940796,100000,"(0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
10,0.5,0,0,35.6134468200748,1.8952473102593421,3.8389081954956055,100000,"(0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0)"
11,0.55,0,0,27.665098629752766,1.988104701116085,4.0394604206085205,100000,"(0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0)"
12,0.6000000000000001,0,0,26.013355480071105,1.9604087154507637,4.083482503890991,100000,"(0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0)"
13,0.65,0,0,22.803970164906207,1.9451719826436042,3.9357428550720215,100000,"(0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0)"
14,0.7000000000000001,0,0,30.447923624616074,1.94317775724411,3.942011833190918,100000,"(0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0)"
15,0.75,0,0,45.91634309049792,1.928118543446064,3.8982584476470947,100000,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0)"
16,0.8,0,0,63.099190745201696,1.9166874132847787,3.8958311080932617,100000,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0)"
17,0.8500000000000001,0,0,19.693279154331165,1.9825555900120735,4.09070086479187,100000,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0)"
18,0.9,0,0,23.242765723452237,2.0541676443219186,4.07368803024292,100000,"(0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0)"
